chunking_strategy,retrieval_method,k,trial,query_id,query_type,recall_at_k,mrr,ndcg_at_k,hit_at_k,faithfulness,answer_correctness,context_precision,table_integrity,citation_validity,query_latency_ms,query_cost_usd
fixed_size,dense,5,1,q_0042,mechanical,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,223.7321000011434,0.0
fixed_size,dense,10,1,q_0042,mechanical,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,223.7321000011434,0.0
fixed_size,dense,20,1,q_0042,mechanical,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,223.7321000011434,0.0
fixed_size,dense,1,1,q_0043,mechanical,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.68949999994948,0.0
fixed_size,dense,3,1,q_0043,mechanical,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.68949999994948,0.0
fixed_size,dense,5,1,q_0043,mechanical,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,229.68949999994948,0.0
fixed_size,dense,10,1,q_0043,mechanical,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,229.68949999994948,0.0
fixed_size,dense,20,1,q_0043,mechanical,1.0,0.25,0.42976388833782037,1.0,0.0,0.0,0.0,0.0,0.0,229.68949999994948,0.0
fixed_size,dense,1,1,q_0044,mechanical,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.1723000001366,0.0
fixed_size,dense,3,1,q_0044,mechanical,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.1723000001366,0.0
fixed_size,dense,5,1,q_0044,mechanical,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.1723000001366,0.0
fixed_size,dense,10,1,q_0044,mechanical,1.0,0.16666666666666666,0.3562071871080222,1.0,0.0,0.0,0.0,0.0,0.0,284.1723000001366,0.0
fixed_size,dense,20,1,q_0044,mechanical,1.0,0.16666666666666666,0.3562071871080222,1.0,0.0,0.0,0.0,0.0,0.0,284.1723000001366,0.0
fixed_size,dense,1,1,q_0045,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,219.11790000012843,0.0
fixed_size,dense,3,1,q_0045,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,219.11790000012843,0.0
fixed_size,dense,5,1,q_0045,mechanical,1.0,1.0,0.8772153153380493,1.0,0.0,0.0,0.0,0.0,0.0,219.11790000012843,0.0
fixed_size,dense,10,1,q_0045,mechanical,1.0,1.0,0.8772153153380493,1.0,0.0,0.0,0.0,0.0,0.0,219.11790000012843,0.0
fixed_size,dense,20,1,q_0045,mechanical,1.0,1.0,0.8772153153380493,1.0,0.0,0.0,0.0,0.0,0.0,219.11790000012843,0.0
fixed_size,dense,1,1,q_0046,mechanical,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.88590000069235,0.0
fixed_size,dense,3,1,q_0046,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,267.88590000069235,0.0
fixed_size,dense,5,1,q_0046,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,267.88590000069235,0.0
fixed_size,dense,10,1,q_0046,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,267.88590000069235,0.0
fixed_size,dense,20,1,q_0046,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,267.88590000069235,0.0
fixed_size,dense,1,1,q_0047,mechanical,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.6226000006136,0.0
fixed_size,dense,3,1,q_0047,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,322.6226000006136,0.0
fixed_size,dense,5,1,q_0047,mechanical,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,322.6226000006136,0.0
fixed_size,dense,10,1,q_0047,mechanical,1.0,0.5,0.6052602440527057,1.0,0.0,0.0,0.0,0.0,0.0,322.6226000006136,0.0
fixed_size,dense,20,1,q_0047,mechanical,1.0,0.5,0.5920234592766022,1.0,0.0,0.0,0.0,0.0,0.0,322.6226000006136,0.0
fixed_size,dense,1,1,q_0048,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,265.9886000001279,0.0
fixed_size,dense,3,1,q_0048,mechanical,1.0,1.0,0.9197207891481876,1.0,0.0,0.0,0.0,0.0,0.0,265.9886000001279,0.0
fixed_size,dense,5,1,q_0048,mechanical,1.0,1.0,0.9047172294870751,1.0,0.0,0.0,0.0,0.0,0.0,265.9886000001279,0.0
fixed_size,dense,10,1,q_0048,mechanical,1.0,1.0,0.8840530210968295,1.0,0.0,0.0,0.0,0.0,0.0,265.9886000001279,0.0
fixed_size,dense,20,1,q_0048,mechanical,1.0,1.0,0.8498096839391078,1.0,0.0,0.0,0.0,0.0,0.0,265.9886000001279,0.0
fixed_size,dense,1,1,q_0049,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1392.9972999994789,0.0
fixed_size,dense,3,1,q_0049,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1392.9972999994789,0.0
fixed_size,dense,5,1,q_0049,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1392.9972999994789,0.0
fixed_size,dense,10,1,q_0049,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1392.9972999994789,0.0
fixed_size,dense,20,1,q_0049,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1392.9972999994789,0.0
fixed_size,dense,1,1,q_0050,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,238.27900000105728,0.0
fixed_size,dense,3,1,q_0050,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,238.27900000105728,0.0
fixed_size,dense,5,1,q_0050,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,238.27900000105728,0.0
fixed_size,dense,10,1,q_0050,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,238.27900000105728,0.0
fixed_size,dense,20,1,q_0050,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,238.27900000105728,0.0
fixed_size,dense,1,1,q_0051,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,212.8037000002223,0.0
fixed_size,dense,3,1,q_0051,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,212.8037000002223,0.0
fixed_size,dense,5,1,q_0051,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,212.8037000002223,0.0
fixed_size,dense,10,1,q_0051,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,212.8037000002223,0.0
fixed_size,dense,20,1,q_0051,mechanical,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,212.8037000002223,0.0
fixed_size,dense,1,1,q_0052,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.68119999980263,0.0
fixed_size,dense,3,1,q_0052,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.68119999980263,0.0
fixed_size,dense,5,1,q_0052,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.68119999980263,0.0
fixed_size,dense,10,1,q_0052,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.68119999980263,0.0
fixed_size,dense,20,1,q_0052,mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.68119999980263,0.0
fixed_size,dense,1,1,q_0053,mechanical,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.18419999924663,0.0
fixed_size,dense,3,1,q_0053,mechanical,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.18419999924663,0.0
fixed_size,dense,5,1,q_0053,mechanical,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.18419999924663,0.0
fixed_size,dense,10,1,q_0053,mechanical,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.18419999924663,0.0
fixed_size,dense,20,1,q_0053,mechanical,1.0,0.0625,0.33212249394690546,1.0,0.0,0.0,0.0,0.0,0.0,192.18419999924663,0.0
fixed_size,dense,1,1,q_0056,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,215.14980000029027,0.0
fixed_size,dense,3,1,q_0056,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,215.14980000029027,0.0
fixed_size,dense,5,1,q_0056,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,215.14980000029027,0.0
fixed_size,dense,10,1,q_0056,tabular,1.0,1.0,0.7529716549381368,1.0,0.0,0.0,0.0,0.0,0.0,215.14980000029027,0.0
fixed_size,dense,20,1,q_0056,tabular,1.0,1.0,0.7529716549381368,1.0,0.0,0.0,0.0,0.0,0.0,215.14980000029027,0.0
fixed_size,dense,1,1,q_0057,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,215.24929999941378,0.0
fixed_size,dense,3,1,q_0057,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,215.24929999941378,0.0
fixed_size,dense,5,1,q_0057,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,215.24929999941378,0.0
fixed_size,dense,10,1,q_0057,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,215.24929999941378,0.0
fixed_size,dense,20,1,q_0057,tabular,1.0,1.0,0.9937515900838546,1.0,0.0,0.0,0.0,0.0,0.0,215.24929999941378,0.0
fixed_size,dense,1,1,q_0058,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,216.26819999983127,0.0
fixed_size,dense,3,1,q_0058,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,216.26819999983127,0.0
fixed_size,dense,5,1,q_0058,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,216.26819999983127,0.0
fixed_size,dense,10,1,q_0058,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,216.26819999983127,0.0
fixed_size,dense,20,1,q_0058,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,216.26819999983127,0.0
fixed_size,dense,1,1,q_0059,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,183.9177000001655,0.0
fixed_size,dense,3,1,q_0059,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,183.9177000001655,0.0
fixed_size,dense,5,1,q_0059,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,183.9177000001655,0.0
fixed_size,dense,10,1,q_0059,tabular,1.0,1.0,0.8315546295836225,1.0,0.0,0.0,0.0,0.0,0.0,183.9177000001655,0.0
fixed_size,dense,20,1,q_0059,tabular,1.0,1.0,0.8315546295836225,1.0,0.0,0.0,0.0,0.0,0.0,183.9177000001655,0.0
fixed_size,dense,1,1,q_0060,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,244.81600000035542,0.0
fixed_size,dense,3,1,q_0060,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,244.81600000035542,0.0
fixed_size,dense,5,1,q_0060,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,244.81600000035542,0.0
fixed_size,dense,10,1,q_0060,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,244.81600000035542,0.0
fixed_size,dense,20,1,q_0060,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,244.81600000035542,0.0
fixed_size,dense,1,1,q_0061,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,209.98540000073262,0.0
fixed_size,dense,3,1,q_0061,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,209.98540000073262,0.0
fixed_size,dense,5,1,q_0061,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,209.98540000073262,0.0
fixed_size,dense,10,1,q_0061,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,209.98540000073262,0.0
fixed_size,dense,20,1,q_0061,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,209.98540000073262,0.0
fixed_size,dense,1,1,q_0062,tabular,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.49299999968207,0.0
fixed_size,dense,3,1,q_0062,tabular,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.49299999968207,0.0
fixed_size,dense,5,1,q_0062,tabular,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.49299999968207,0.0
fixed_size,dense,10,1,q_0062,tabular,1.0,0.14285714285714285,0.43334518829986224,1.0,0.0,0.0,0.0,0.0,0.0,206.49299999968207,0.0
fixed_size,dense,20,1,q_0062,tabular,1.0,0.14285714285714285,0.4523868728047175,1.0,0.0,0.0,0.0,0.0,0.0,206.49299999968207,0.0
fixed_size,dense,1,1,q_0063,tabular,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.9733999994496,0.0
fixed_size,dense,3,1,q_0063,tabular,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.9733999994496,0.0
fixed_size,dense,5,1,q_0063,tabular,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,178.9733999994496,0.0
fixed_size,dense,10,1,q_0063,tabular,1.0,0.25,0.5256940434743352,1.0,0.0,0.0,0.0,0.0,0.0,178.9733999994496,0.0
fixed_size,dense,20,1,q_0063,tabular,1.0,0.25,0.5256940434743352,1.0,0.0,0.0,0.0,0.0,0.0,178.9733999994496,0.0
fixed_size,dense,1,1,q_0064,tabular,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.304100000154,0.0
fixed_size,dense,3,1,q_0064,tabular,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,224.304100000154,0.0
fixed_size,dense,5,1,q_0064,tabular,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,224.304100000154,0.0
fixed_size,dense,10,1,q_0064,tabular,1.0,0.3333333333333333,0.5249810332008933,1.0,0.0,0.0,0.0,0.0,0.0,224.304100000154,0.0
fixed_size,dense,20,1,q_0064,tabular,1.0,0.3333333333333333,0.5249810332008933,1.0,0.0,0.0,0.0,0.0,0.0,224.304100000154,0.0
fixed_size,dense,1,1,q_0065,tabular,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.3344000011712,0.0
fixed_size,dense,3,1,q_0065,tabular,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.3344000011712,0.0
fixed_size,dense,5,1,q_0065,tabular,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,534.3344000011712,0.0
fixed_size,dense,10,1,q_0065,tabular,1.0,0.25,0.45749452618986164,1.0,0.0,0.0,0.0,0.0,0.0,534.3344000011712,0.0
fixed_size,dense,20,1,q_0065,tabular,1.0,0.25,0.45749452618986164,1.0,0.0,0.0,0.0,0.0,0.0,534.3344000011712,0.0
fixed_size,dense,1,1,q_0066,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,231.85539999940374,0.0
fixed_size,dense,3,1,q_0066,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,231.85539999940374,0.0
fixed_size,dense,5,1,q_0066,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,231.85539999940374,0.0
fixed_size,dense,10,1,q_0066,tabular,1.0,1.0,0.972664731083356,1.0,0.0,0.0,0.0,0.0,0.0,231.85539999940374,0.0
fixed_size,dense,20,1,q_0066,tabular,1.0,1.0,0.9372341442930016,1.0,0.0,0.0,0.0,0.0,0.0,231.85539999940374,0.0
fixed_size,dense,1,1,q_0067,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,216.73659999942174,0.0
fixed_size,dense,3,1,q_0067,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,216.73659999942174,0.0
fixed_size,dense,5,1,q_0067,tabular,1.0,1.0,0.9674679834891693,1.0,0.0,0.0,0.0,0.0,0.0,216.73659999942174,0.0
fixed_size,dense,10,1,q_0067,tabular,1.0,1.0,0.9199753853803092,1.0,0.0,0.0,0.0,0.0,0.0,216.73659999942174,0.0
fixed_size,dense,20,1,q_0067,tabular,1.0,1.0,0.8856299539836864,1.0,0.0,0.0,0.0,0.0,0.0,216.73659999942174,0.0
fixed_size,dense,1,1,q_0068,tabular,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.7752999993536,0.0
fixed_size,dense,3,1,q_0068,tabular,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.7752999993536,0.0
fixed_size,dense,5,1,q_0068,tabular,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,296.7752999993536,0.0
fixed_size,dense,10,1,q_0068,tabular,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,296.7752999993536,0.0
fixed_size,dense,20,1,q_0068,tabular,1.0,0.25,0.43067655807339306,1.0,0.0,0.0,0.0,0.0,0.0,296.7752999993536,0.0
fixed_size,dense,1,1,q_0069,tabular,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.54210000060266,0.0
fixed_size,dense,3,1,q_0069,tabular,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,295.54210000060266,0.0
fixed_size,dense,5,1,q_0069,tabular,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,295.54210000060266,0.0
fixed_size,dense,10,1,q_0069,tabular,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,295.54210000060266,0.0
fixed_size,dense,20,1,q_0069,tabular,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,295.54210000060266,0.0
fixed_size,dense,1,1,q_0070,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,270.4594000006182,0.0
fixed_size,dense,3,1,q_0070,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,270.4594000006182,0.0
fixed_size,dense,5,1,q_0070,tabular,1.0,1.0,0.8503449055347546,1.0,0.0,0.0,0.0,0.0,0.0,270.4594000006182,0.0
fixed_size,dense,10,1,q_0070,tabular,1.0,1.0,0.8503449055347546,1.0,0.0,0.0,0.0,0.0,0.0,270.4594000006182,0.0
fixed_size,dense,20,1,q_0070,tabular,1.0,1.0,0.7681402000657982,1.0,0.0,0.0,0.0,0.0,0.0,270.4594000006182,0.0
fixed_size,dense,1,1,q_0071,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,295.7167999993544,0.0
fixed_size,dense,3,1,q_0071,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,295.7167999993544,0.0
fixed_size,dense,5,1,q_0071,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,295.7167999993544,0.0
fixed_size,dense,10,1,q_0071,tabular,1.0,1.0,0.7529716549381368,1.0,0.0,0.0,0.0,0.0,0.0,295.7167999993544,0.0
fixed_size,dense,20,1,q_0071,tabular,1.0,1.0,0.7249269216188043,1.0,0.0,0.0,0.0,0.0,0.0,295.7167999993544,0.0
fixed_size,dense,1,1,q_0072,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,221.66160000051605,0.0
fixed_size,dense,3,1,q_0072,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,221.66160000051605,0.0
fixed_size,dense,5,1,q_0072,tabular,1.0,1.0,0.8503449055347546,1.0,0.0,0.0,0.0,0.0,0.0,221.66160000051605,0.0
fixed_size,dense,10,1,q_0072,tabular,1.0,1.0,0.8503449055347546,1.0,0.0,0.0,0.0,0.0,0.0,221.66160000051605,0.0
fixed_size,dense,20,1,q_0072,tabular,1.0,1.0,0.8503449055347546,1.0,0.0,0.0,0.0,0.0,0.0,221.66160000051605,0.0
fixed_size,dense,1,1,q_0073,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,298.80299999967974,0.0
fixed_size,dense,3,1,q_0073,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,298.80299999967974,0.0
fixed_size,dense,5,1,q_0073,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,298.80299999967974,0.0
fixed_size,dense,10,1,q_0073,tabular,1.0,1.0,0.9447176050778178,1.0,0.0,0.0,0.0,0.0,0.0,298.80299999967974,0.0
fixed_size,dense,20,1,q_0073,tabular,1.0,1.0,0.8979825467590626,1.0,0.0,0.0,0.0,0.0,0.0,298.80299999967974,0.0
fixed_size,dense,1,1,q_0074,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,249.17199999981676,0.0
fixed_size,dense,3,1,q_0074,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,249.17199999981676,0.0
fixed_size,dense,5,1,q_0074,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,249.17199999981676,0.0
fixed_size,dense,10,1,q_0074,tabular,1.0,1.0,0.9842184869190973,1.0,0.0,0.0,0.0,0.0,0.0,249.17199999981676,0.0
fixed_size,dense,20,1,q_0074,tabular,1.0,1.0,0.9741228011176798,1.0,0.0,0.0,0.0,0.0,0.0,249.17199999981676,0.0
fixed_size,dense,1,1,q_0075,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,183.04650000027323,0.0
fixed_size,dense,3,1,q_0075,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,183.04650000027323,0.0
fixed_size,dense,5,1,q_0075,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,183.04650000027323,0.0
fixed_size,dense,10,1,q_0075,tabular,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,183.04650000027323,0.0
fixed_size,dense,20,1,q_0075,tabular,1.0,1.0,0.9344056023471043,1.0,0.0,0.0,0.0,0.0,0.0,183.04650000027323,0.0
fixed_size,dense,1,1,q_0076,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,192.37190000058035,0.0
fixed_size,dense,3,1,q_0076,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,192.37190000058035,0.0
fixed_size,dense,5,1,q_0076,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,192.37190000058035,0.0
fixed_size,dense,10,1,q_0076,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,192.37190000058035,0.0
fixed_size,dense,20,1,q_0076,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,192.37190000058035,0.0
fixed_size,dense,1,1,q_0077,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,217.75429999979679,0.0
fixed_size,dense,3,1,q_0077,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,217.75429999979679,0.0
fixed_size,dense,5,1,q_0077,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,217.75429999979679,0.0
fixed_size,dense,10,1,q_0077,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,217.75429999979679,0.0
fixed_size,dense,20,1,q_0077,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,217.75429999979679,0.0
fixed_size,dense,1,1,q_0078,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,250.13810000018566,0.0
fixed_size,dense,3,1,q_0078,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,250.13810000018566,0.0
fixed_size,dense,5,1,q_0078,cross_reference,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,250.13810000018566,0.0
fixed_size,dense,10,1,q_0078,cross_reference,1.0,1.0,0.8315546295836225,1.0,0.0,0.0,0.0,0.0,0.0,250.13810000018566,0.0
fixed_size,dense,20,1,q_0078,cross_reference,1.0,1.0,0.8315546295836225,1.0,0.0,0.0,0.0,0.0,0.0,250.13810000018566,0.0
fixed_size,dense,1,1,q_0079,cross_reference,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.00330000078247,0.0
fixed_size,dense,3,1,q_0079,cross_reference,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,193.00330000078247,0.0
fixed_size,dense,5,1,q_0079,cross_reference,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,193.00330000078247,0.0
fixed_size,dense,10,1,q_0079,cross_reference,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,193.00330000078247,0.0
fixed_size,dense,20,1,q_0079,cross_reference,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,193.00330000078247,0.0
fixed_size,dense,1,1,q_0080,cross_reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.32119999920542,0.0
fixed_size,dense,3,1,q_0080,cross_reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.32119999920542,0.0
fixed_size,dense,5,1,q_0080,cross_reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.32119999920542,0.0
fixed_size,dense,10,1,q_0080,cross_reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.32119999920542,0.0
fixed_size,dense,20,1,q_0080,cross_reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.32119999920542,0.0
fixed_size,dense,1,1,q_0081,cross_reference,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.15830000082497,0.0
fixed_size,dense,3,1,q_0081,cross_reference,1.0,0.5,0.6309297535714575,1.0,0.0,0.0,0.0,0.0,0.0,391.15830000082497,0.0
fixed_size,dense,5,1,q_0081,cross_reference,1.0,0.5,0.6509209298071326,1.0,0.0,0.0,0.0,0.0,0.0,391.15830000082497,0.0
fixed_size,dense,10,1,q_0081,cross_reference,1.0,0.5,0.6509209298071326,1.0,0.0,0.0,0.0,0.0,0.0,391.15830000082497,0.0
fixed_size,dense,20,1,q_0081,cross_reference,1.0,0.5,0.6509209298071326,1.0,0.0,0.0,0.0,0.0,0.0,391.15830000082497,0.0
fixed_size,dense,1,1,q_0082,cross_reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0479000012565,0.0
fixed_size,dense,3,1,q_0082,cross_reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0479000012565,0.0
